"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","147","getAllNotes_withoutAuthorization_returnsUnauthorizedRequestStatus","NotesApiTestSuite","Mon Feb 17 17:35:10 GMT 2025","passed","Mon Feb 17 17:35:11 GMT 2025","com.harshitbhardwaj.tests.NotesApiUnauthorizedUserNotesTests","NotesApiUnauthorizedUserNotesTests","com.harshitbhardwaj.tests.NotesApiUnauthorizedUserNotesTests","getAllNotes_withoutAuthorization_returnsUnauthorizedRequestStatus"
"","152","postNote_withoutAuthorization_returnsUnauthorizedRequestStatus","NotesApiTestSuite","Mon Feb 17 17:35:11 GMT 2025","passed","Mon Feb 17 17:35:11 GMT 2025","com.harshitbhardwaj.tests.NotesApiUnauthorizedUserNotesTests","NotesApiUnauthorizedUserNotesTests","com.harshitbhardwaj.tests.NotesApiUnauthorizedUserNotesTests","postNote_withoutAuthorization_returnsUnauthorizedRequestStatus"
"","4273","healthOfNotesApiService_returnsSuccessStatus","NotesApiTestSuite","Mon Feb 17 17:35:06 GMT 2025","passed","Mon Feb 17 17:35:10 GMT 2025","com.harshitbhardwaj.tests.NotesApiCommonTests","NotesApiCommonTests","com.harshitbhardwaj.tests.NotesApiCommonTests","healthOfNotesApiService_returnsSuccessStatus"
"","282","getNoteWithValidId_returnsSuccessStatusAndNote","NotesApiTestSuite","Mon Feb 17 17:35:11 GMT 2025","passed","Mon Feb 17 17:35:11 GMT 2025","com.harshitbhardwaj.tests.NotesApiUserNotesTests","NotesApiUserNotesTests","com.harshitbhardwaj.tests.NotesApiUserNotesTests","getNoteWithValidId_returnsSuccessStatusAndNote"
"","129","registeringUserWithInvalidPassword_returnsBadRequestStatus","NotesApiTestSuite","Mon Feb 17 17:35:11 GMT 2025","passed","Mon Feb 17 17:35:11 GMT 2025","com.harshitbhardwaj.tests.NotesApiUserTests","NotesApiUserTests","com.harshitbhardwaj.tests.NotesApiUserTests","registeringUserWithInvalidPassword_returnsBadRequestStatus"
"","145","patchNoteWithinvalidBody_returnsBadRequestStatus","NotesApiTestSuite","Mon Feb 17 17:35:12 GMT 2025","passed","Mon Feb 17 17:35:12 GMT 2025","com.harshitbhardwaj.tests.NotesApiUserNotesTests","NotesApiUserNotesTests","com.harshitbhardwaj.tests.NotesApiUserNotesTests","patchNoteWithinvalidBody_returnsBadRequestStatus"
"","4277","deleteNote_withoutAuthorization_returnsUnauthorizedRequestStatus","NotesApiTestSuite","Mon Feb 17 17:35:06 GMT 2025","passed","Mon Feb 17 17:35:10 GMT 2025","com.harshitbhardwaj.tests.NotesApiUnauthorizedUserNotesTests","NotesApiUnauthorizedUserNotesTests","com.harshitbhardwaj.tests.NotesApiUnauthorizedUserNotesTests","deleteNote_withoutAuthorization_returnsUnauthorizedRequestStatus"
"","335","postValidNote_returnsSuccessStatus","NotesApiTestSuite","Mon Feb 17 17:35:11 GMT 2025","passed","Mon Feb 17 17:35:11 GMT 2025","com.harshitbhardwaj.tests.NotesApiUserNotesTests","NotesApiUserNotesTests","com.harshitbhardwaj.tests.NotesApiUserNotesTests","postValidNote_returnsSuccessStatus"
"","330","registeringValidUser_returnsSuccessStatus","NotesApiTestSuite","Mon Feb 17 17:35:11 GMT 2025","passed","Mon Feb 17 17:35:11 GMT 2025","com.harshitbhardwaj.tests.NotesApiUserTests","NotesApiUserTests","com.harshitbhardwaj.tests.NotesApiUserTests","registeringValidUser_returnsSuccessStatus"
"","185","logoutUserWithInvalidToken_returnsBadRequestStatus","NotesApiTestSuite","Mon Feb 17 17:35:10 GMT 2025","passed","Mon Feb 17 17:35:11 GMT 2025","com.harshitbhardwaj.tests.NotesApiUserTests","NotesApiUserTests","com.harshitbhardwaj.tests.NotesApiUserTests","logoutUserWithInvalidToken_returnsBadRequestStatus"
"","345","changeUserPassword_withoutAuthorization_returnsUnauthorizedRequestStatus","NotesApiTestSuite","Mon Feb 17 17:35:10 GMT 2025","passed","Mon Feb 17 17:35:10 GMT 2025","com.harshitbhardwaj.tests.NotesApiUnauthorizedUserTests","NotesApiUnauthorizedUserTests","com.harshitbhardwaj.tests.NotesApiUnauthorizedUserTests","changeUserPassword_withoutAuthorization_returnsUnauthorizedRequestStatus"
"","134","patchNote_withoutAuthorization_returnsUnauthorizedRequestStatus","NotesApiTestSuite","Mon Feb 17 17:35:11 GMT 2025","passed","Mon Feb 17 17:35:11 GMT 2025","com.harshitbhardwaj.tests.NotesApiUnauthorizedUserNotesTests","NotesApiUnauthorizedUserNotesTests","com.harshitbhardwaj.tests.NotesApiUnauthorizedUserNotesTests","patchNote_withoutAuthorization_returnsUnauthorizedRequestStatus"
"","350","loggingUserWithInvalidCredentials_returnsBadRequestStatus","NotesApiTestSuite","Mon Feb 17 17:35:10 GMT 2025","passed","Mon Feb 17 17:35:10 GMT 2025","com.harshitbhardwaj.tests.NotesApiUserTests","NotesApiUserTests","com.harshitbhardwaj.tests.NotesApiUserTests","loggingUserWithInvalidCredentials_returnsBadRequestStatus"
"","245","getUserProfile_returnsSuccessStatus","NotesApiTestSuite","Mon Feb 17 17:35:12 GMT 2025","passed","Mon Feb 17 17:35:12 GMT 2025","com.harshitbhardwaj.tests.NotesApiUserTests","NotesApiUserTests","com.harshitbhardwaj.tests.NotesApiUserTests","getUserProfile_returnsSuccessStatus"
"","236","deleteValidNote_returnsSuccessStatus","NotesApiTestSuite","Mon Feb 17 17:35:12 GMT 2025","passed","Mon Feb 17 17:35:12 GMT 2025","com.harshitbhardwaj.tests.NotesApiUserNotesTests","NotesApiUserNotesTests","com.harshitbhardwaj.tests.NotesApiUserNotesTests","deleteValidNote_returnsSuccessStatus"
