"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","4348","healthOfNotesApiService_returnsSuccessStatus","NotesApiTestSuite","Tue Feb 18 08:59:38 GMT 2025","passed","Tue Feb 18 08:59:42 GMT 2025","com.harshitbhardwaj.tests.NotesApiCommonTests","NotesApiCommonTests","com.harshitbhardwaj.tests.NotesApiCommonTests","healthOfNotesApiService_returnsSuccessStatus"
"","129","registeringUserWithInvalidEmail_returnsBadRequestStatus","NotesApiTestSuite","Tue Feb 18 08:59:42 GMT 2025","passed","Tue Feb 18 08:59:43 GMT 2025","com.harshitbhardwaj.tests.NotesApiUserTests","NotesApiUserTests","com.harshitbhardwaj.tests.NotesApiUserTests","registeringUserWithInvalidEmail_returnsBadRequestStatus"
"","3770","deleteUserWithInvalidToken_returnsBadRequestStatus","NotesApiTestSuite","Tue Feb 18 08:59:38 GMT 2025","passed","Tue Feb 18 08:59:42 GMT 2025","com.harshitbhardwaj.tests.NotesApiUserTests","NotesApiUserTests","com.harshitbhardwaj.tests.NotesApiUserTests","deleteUserWithInvalidToken_returnsBadRequestStatus"
"","336","loggingUserWithInvalidCredentials_returnsBadRequestStatus","NotesApiTestSuite","Tue Feb 18 08:59:42 GMT 2025","passed","Tue Feb 18 08:59:42 GMT 2025","com.harshitbhardwaj.tests.NotesApiUserTests","NotesApiUserTests","com.harshitbhardwaj.tests.NotesApiUserTests","loggingUserWithInvalidCredentials_returnsBadRequestStatus"
"","190","logoutUserWithInvalidToken_returnsBadRequestStatus","NotesApiTestSuite","Tue Feb 18 08:59:42 GMT 2025","passed","Tue Feb 18 08:59:42 GMT 2025","com.harshitbhardwaj.tests.NotesApiUserTests","NotesApiUserTests","com.harshitbhardwaj.tests.NotesApiUserTests","logoutUserWithInvalidToken_returnsBadRequestStatus"
"","136","getAllNotes_withoutAuthorization_returnsUnauthorizedRequestStatus","NotesApiTestSuite","Tue Feb 18 08:59:42 GMT 2025","passed","Tue Feb 18 08:59:42 GMT 2025","com.harshitbhardwaj.tests.NotesApiUnauthorizedUserNotesTests","NotesApiUnauthorizedUserNotesTests","com.harshitbhardwaj.tests.NotesApiUnauthorizedUserNotesTests","getAllNotes_withoutAuthorization_returnsUnauthorizedRequestStatus"
"","185","deleteUserProfile_withoutAuthorization_returnsUnauthorizedRequestStatus","NotesApiTestSuite","Tue Feb 18 08:59:42 GMT 2025","passed","Tue Feb 18 08:59:42 GMT 2025","com.harshitbhardwaj.tests.NotesApiUnauthorizedUserTests","NotesApiUnauthorizedUserTests","com.harshitbhardwaj.tests.NotesApiUnauthorizedUserTests","deleteUserProfile_withoutAuthorization_returnsUnauthorizedRequestStatus"
"","110","postNote_withoutAuthorizationAndPayload_returnsUnauthorizedRequestStatus","NotesApiTestSuite","Tue Feb 18 08:59:43 GMT 2025","passed","Tue Feb 18 08:59:43 GMT 2025","com.harshitbhardwaj.tests.NotesApiUnauthorizedUserNotesTests","NotesApiUnauthorizedUserNotesTests","com.harshitbhardwaj.tests.NotesApiUnauthorizedUserNotesTests","postNote_withoutAuthorizationAndPayload_returnsUnauthorizedRequestStatus"
"","121","postNote_withoutAuthorization_returnsUnauthorizedRequestStatus","NotesApiTestSuite","Tue Feb 18 08:59:43 GMT 2025","passed","Tue Feb 18 08:59:43 GMT 2025","com.harshitbhardwaj.tests.NotesApiUnauthorizedUserNotesTests","NotesApiUnauthorizedUserNotesTests","com.harshitbhardwaj.tests.NotesApiUnauthorizedUserNotesTests","postNote_withoutAuthorization_returnsUnauthorizedRequestStatus"
"","377","changeUserPassword_withoutAuthorization_returnsUnauthorizedRequestStatus","NotesApiTestSuite","Tue Feb 18 08:59:42 GMT 2025","passed","Tue Feb 18 08:59:42 GMT 2025","com.harshitbhardwaj.tests.NotesApiUnauthorizedUserTests","NotesApiUnauthorizedUserTests","com.harshitbhardwaj.tests.NotesApiUnauthorizedUserTests","changeUserPassword_withoutAuthorization_returnsUnauthorizedRequestStatus"
"","154","getNote_withoutAuthorization_returnsUnauthorizedRequestStatus","NotesApiTestSuite","Tue Feb 18 08:59:42 GMT 2025","passed","Tue Feb 18 08:59:43 GMT 2025","com.harshitbhardwaj.tests.NotesApiUnauthorizedUserNotesTests","NotesApiUnauthorizedUserNotesTests","com.harshitbhardwaj.tests.NotesApiUnauthorizedUserNotesTests","getNote_withoutAuthorization_returnsUnauthorizedRequestStatus"
"","137","patchNote_withoutAuthorization_returnsUnauthorizedRequestStatus","NotesApiTestSuite","Tue Feb 18 08:59:43 GMT 2025","passed","Tue Feb 18 08:59:43 GMT 2025","com.harshitbhardwaj.tests.NotesApiUnauthorizedUserNotesTests","NotesApiUnauthorizedUserNotesTests","com.harshitbhardwaj.tests.NotesApiUnauthorizedUserNotesTests","patchNote_withoutAuthorization_returnsUnauthorizedRequestStatus"
"","111","logoutUser_withoutAuthorization__returnsUnauthorizedRequestStatus","NotesApiTestSuite","Tue Feb 18 08:59:43 GMT 2025","passed","Tue Feb 18 08:59:43 GMT 2025","com.harshitbhardwaj.tests.NotesApiUnauthorizedUserTests","NotesApiUnauthorizedUserTests","com.harshitbhardwaj.tests.NotesApiUnauthorizedUserTests","logoutUser_withoutAuthorization__returnsUnauthorizedRequestStatus"
"","4344","deleteNote_withoutAuthorization_returnsUnauthorizedRequestStatus","NotesApiTestSuite","Tue Feb 18 08:59:38 GMT 2025","passed","Tue Feb 18 08:59:42 GMT 2025","com.harshitbhardwaj.tests.NotesApiUnauthorizedUserNotesTests","NotesApiUnauthorizedUserNotesTests","com.harshitbhardwaj.tests.NotesApiUnauthorizedUserNotesTests","deleteNote_withoutAuthorization_returnsUnauthorizedRequestStatus"
"","136","getUserProfile_withoutAuthorization_returnsUnauthorizedRequestStatus","NotesApiTestSuite","Tue Feb 18 08:59:42 GMT 2025","passed","Tue Feb 18 08:59:43 GMT 2025","com.harshitbhardwaj.tests.NotesApiUnauthorizedUserTests","NotesApiUnauthorizedUserTests","com.harshitbhardwaj.tests.NotesApiUnauthorizedUserTests","getUserProfile_withoutAuthorization_returnsUnauthorizedRequestStatus"
"","141","putNote_withoutAuthorization_returnsUnauthorizedRequestStatus","NotesApiTestSuite","Tue Feb 18 08:59:43 GMT 2025","passed","Tue Feb 18 08:59:43 GMT 2025","com.harshitbhardwaj.tests.NotesApiUnauthorizedUserNotesTests","NotesApiUnauthorizedUserNotesTests","com.harshitbhardwaj.tests.NotesApiUnauthorizedUserNotesTests","putNote_withoutAuthorization_returnsUnauthorizedRequestStatus"
"","306","registeringValidUser_returnsSuccessStatus","NotesApiTestSuite","Tue Feb 18 08:59:43 GMT 2025","passed","Tue Feb 18 08:59:43 GMT 2025","com.harshitbhardwaj.tests.NotesApiUserTests","NotesApiUserTests","com.harshitbhardwaj.tests.NotesApiUserTests","registeringValidUser_returnsSuccessStatus"
"","224","getNoteWithInvalidId_returnsBadRequestStatus","NotesApiTestSuite","Tue Feb 18 08:59:42 GMT 2025","passed","Tue Feb 18 08:59:42 GMT 2025","com.harshitbhardwaj.tests.NotesApiUserNotesTests","NotesApiUserNotesTests","com.harshitbhardwaj.tests.NotesApiUserNotesTests","getNoteWithInvalidId_returnsBadRequestStatus"
"","3771","changeUserPassword_withoutAuthorizationAndPayload__returnsUnauthorizedRequestStatus","NotesApiTestSuite","Tue Feb 18 08:59:38 GMT 2025","passed","Tue Feb 18 08:59:42 GMT 2025","com.harshitbhardwaj.tests.NotesApiUnauthorizedUserTests","NotesApiUnauthorizedUserTests","com.harshitbhardwaj.tests.NotesApiUnauthorizedUserTests","changeUserPassword_withoutAuthorizationAndPayload__returnsUnauthorizedRequestStatus"
"","135","registeringUserWithInvalidPassword_returnsBadRequestStatus","NotesApiTestSuite","Tue Feb 18 08:59:43 GMT 2025","passed","Tue Feb 18 08:59:43 GMT 2025","com.harshitbhardwaj.tests.NotesApiUserTests","NotesApiUserTests","com.harshitbhardwaj.tests.NotesApiUserTests","registeringUserWithInvalidPassword_returnsBadRequestStatus"
